388,"






꺄아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ예야ㅑㅑ드디어 기다리고 기다렸던 디엔씨이 콘서트 날 !! D!N!C!E! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어제는 DNCE 내한 콘서트가 있어서 남치니가 올라왔다. 함께 콘서트를 보기로 함 !!?























점심은 또 여지없이 서브웨이 샌드위치. 아침 알바 후에 점심 먹구 학원을 간 것 까지는 평소와 똑같. 학원 끝나고 남친몬이 서울역에 도착했다 하여, 픽업해서 바로 건대로 향했다.DNCE 콘서트는 8시부터 시작이지만, 일곱시쯤 도착해서 입장해야 했기에 건대에서 족발 먹구 콘서트 보러 가기로 결정! 


































낭만족발은 건대 다니는 친구가 추천해줘서건대 도착하자마자 낭만족발로 갔다. 우리는 불족발 그냥 족발 반반을 주문 !! 특이하게 떡만두국? 같은 것이 서비스로 나오는데 음 맛있다. 사리곰탕면 맛 ㅋㅋㅋㅋ 























그리고 반반족발 ㅠㅠ 하앙 사진 보니 또 먹고싶다. 왼쪽이 불족, 오른쪽이 그냥 족발이었는데둘 다 우열을 가리기 힘들 정도로 맛있었다. 불족발은 진짜 불 맛이 많이 남. 


































너무 맛있고 비주얼 좋은데 뭔가 허전해보임 ... 

















































왜 허전하나 했더니 소주가 없었다 8ㅅ8 헤헤 그래서 자몽에이슬 추가추가 ! 












하 이제 뭔가 그림이 완벽해. 역시 소주가 있어야해 >< 남치니랑 나랑 거의 3인분?4인분 정도 되는 족발을 다 먹었다 소주와 함께 먹으니 계속 들어감. 쫄깃쫄깃해서 너무 맛있었다 ㅠ 최근에 먹은 족발은 냉채족발이 마지막인데, 냉채족발과는 확실히 다른 매력..! 진짜 배 두둑히 채우고 택시 타고?바로 예스 24시 라이브홀로 향했다. 행여나 사람이 너무 많을까 걱정했었는데, 생각보다 사람들이 많지 않아서 다행이었다. 


































맨날 올림픽경기장이나 잠실에서 하는 콘서트 가다가 예스 24시 라이브홀 오니까 되게 아담한 느낌 !바람이 너무 많이 불어서 추웠는데, 콘서트장 안에 들어가기 전에짐을 사물함에 넣어놔야 해서 외투를 넣었다. 물론 콘서트장 들어가면 덥다는 걸 알기에 외투를 미리 사물함에 맡겨 두었지만, 기다리는 동안은 추웠음 ㅠㅠ 























꺄 진주언니 오늘 본다. 콜도!! 























나는 880번대로 뒤쪽 번호였다. 그런데 워낙 콘서트장 규모가 작아서 뒷번호대여도 잘 보였다 


































공연 시작하기 전에 나오는 노래 들으며 둠칫둠칫 이미 소주 한 병을 조지고 가서 그런지 흥이 넘쳤다. 























왜 뒤에서 무섭게 쳐다보고 있는거냐..! 























콘서트는 정말 정시에 시작했다. 사실 여덟시 반이나 되서야 시작하려나 했는데 오분인가 십분쯤에 바로 시작 !!! 꺄아아아아아아 머리띠 하고 나왔는데 너무 귀여웠다. 


































오프닝곡으로 Naked를 불렀는데, 콘서트 시작하자마자 사람들 방방 뛰면서 분위기 최고였음 



































































화질이 구진 나의 아이폰이여.. 



































































오프닝부터 신나는 노래로 달리다가 ㅋㅋㅋalmost 랑 truthfully 부르는 타임은 또 차분 하아 ㅠㅠ 이 때 다들 떼창 ㄷㄷㄷ 사실 dnce가 활동한지 얼마 안 되어서?곡이 많지 않은데, 그래서 그런가 사람들 다 진짜 떼창 !! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 때 핸드폰 라이트 키고 다들 노래 따라 불렀는데 너무 예뻤따. 










 Loading... player_like [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.13.38 (PD)Build Date (2019/8/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    [170322] DNCE 내한 콘서트!!!!!!!!!! _ 건대 낭만족발, 예스24시 라이브홀    재생 수23 0      topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:04 화질 선택 옵션1080p     270p       480p       720p  HD      1080p  HD  화질  전체화면    00:00  00:01 NAVER TV광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기









 Loading... player_like [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.13.38 (PD)Build Date (2019/8/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    [170322] DNCE 내한 콘서트!!!!!!!!!! _ 건대 낭만족발, 예스24시 라이브홀    재생 수8 0      topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:08 화질 선택 옵션1080p     270p       480p       720p  HD      1080p  HD  화질  전체화면    00:01  00:03  00:05 NAVER TV광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기









 Loading... player_like [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.13.38 (PD)Build Date (2019/8/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    [170322] DNCE 내한 콘서트!!!!!!!!!! _ 건대 낭만족발, 예스24시 라이브홀    재생 수9 0      topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:13 화질 선택 옵션1080p     270p       480p       720p  HD      1080p  HD  화질  전체화면    00:01  00:04  00:06  00:09  00:11 NAVER TV광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기









 Loading... player_like [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.13.38 (PD)Build Date (2019/8/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    [170322] DNCE 내한 콘서트!!!!!!!!!! _ 건대 낭만족발, 예스24시 라이브홀    재생 수9 0      topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:12 화질 선택 옵션1080p     270p       480p       720p  HD      1080p  HD  화질  전체화면    00:01  00:03  00:06  00:08  00:10 NAVER TV광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기











제일 신나는 naked의 후렴 부분은너무 신나서 찍을 수가 없었다. 










 Loading... player_like [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.13.38 (PD)Build Date (2019/8/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    [170322] DNCE 내한 콘서트!!!!!!!!!! _ 건대 낭만족발, 예스24시 라이브홀    재생 수3 0      topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:14 화질 선택 옵션1080p     270p       480p       720p  HD      1080p  HD  화질  전체화면    00:01  00:04  00:07  00:09  00:12 NAVER TV광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기









 Loading... player_like [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.13.38 (PD)Build Date (2019/8/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    [170322] DNCE 내한 콘서트!!!!!!!!!! _ 건대 낭만족발, 예스24시 라이브홀    재생 수3 0      topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:27 화질 선택 옵션1080p     270p       480p       720p  HD      1080p  HD  화질  전체화면    00:03  00:08  00:13  00:19  00:24 NAVER TV광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기









 Loading... player_like [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.13.38 (PD)Build Date (2019/8/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    [170322] DNCE 내한 콘서트!!!!!!!!!! _ 건대 낭만족발, 예스24시 라이브홀    재생 수3 0      topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:22 화질 선택 옵션1080p     270p       480p       720p  HD      1080p  HD  화질  전체화면    00:02  00:07  00:11  00:15  00:20 NAVER TV광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기











Almost랑 truthfully ㅠㅠ흐아.. 둘 다 노래 너무 좋다. 특히 almost! 가사가 너무 아련아련 










 Loading... player_like [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.13.38 (PD)Build Date (2019/8/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    [170322] DNCE 내한 콘서트!!!!!!!!!! _ 건대 낭만족발, 예스24시 라이브홀    재생 수4 0      topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:31 화질 선택 옵션1080p     270p       480p       720p  HD      1080p  HD  화질  전체화면    00:03  00:09  00:15  00:22  00:28 NAVER TV광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기











투ㅆ브러쉬!! tooth brush?처음 DNCE의 존재를 알게 한 곡칫솔 들고 가서 주고싶었음. 










 Loading... player_like [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.13.38 (PD)Build Date (2019/8/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    [170322] DNCE 내한 콘서트!!!!!!!!!! _ 건대 낭만족발, 예스24시 라이브홀    재생 수5 0      topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:14 화질 선택 옵션1080p     270p       480p       720p  HD      1080p  HD  화질  전체화면    00:01  00:04  00:07  00:10  00:13 NAVER TV광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기











Be Mean !! 이 노래 좋아해서 한동안 거의 한곡반복으로 듣고 다녔다. 흐앙 ㅠㅠ 사실 노느라 사진이랑 동영상은 제대로 못 찍었다. 진짜 너무 짧았음. 정말 앵콜도 안 하구 딱 1시간 30분 정도 하구 끝나버렸다. ㅠㅠ 근데 너무 재밌다는게 함정 ㅠㅠ 오랜만에 진짜 쌓인 흥 다 풀었다. 오빠는 dnce 노래를 많이 알지는 못하는데, 분위기가 너무 신나다보니 막판에 둘이 아주 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ음악에 취한다...★마지막에 cake by the ocean 을 불렀는데?흥포텐 최대치로 끌어 올려놓고?끝나버림 ㅠㅠ?흑흑?다음에 내한 오면 좀 길게 해줬으면 좋겠다.?






"
389,광진문화예술회관 건대
390,"
??오랜만에 프랑스 영화를 골랐다.영화 제목은 #알로슈티코미디 영화라 보는 내내 나는 종종 웃었다.??
"
391,"
??프랑스 북쪽에 위치한 ‘슈티’에서의 벌어지는 이야기,,??
"
392,"
??일상에 지친 당신이라면 한번쯤은 이 영화를 보고 유쾌한 웃음을지을 수 있기를 바라며 꾹 추천!?
"
393,"
???파란 하늘, 몽글몽글 구름그리고...뜨거운 햇살과 함께 ~~?
"
394,"
??#코엑스#토마틸로타코가 땡겼던 날, 마침 코엑스에타코집을 발견했다.??
"
395,"
??런치 맥주 콤보를 시켰다.메인메뉴 + 나쵸 + 수제맥주 15,500원?메인메뉴는 타코플레이트에서스테이크 치즈 스커트 타코를 골랐다.??
"
396,"
??주문한 메뉴가 나왔고,우리는 하나 더 시켜야하는 것을 직감했다.??
"
397,"
??타코 위에 올려진 양배추의 양은 많게 느껴져서첫 입, 거의 세 입까지는 양배추와 소스 맛,,아쉬웠다.??
"
398,"
??두번째 추가 메뉴를 시켰다.시금치 크림 퀘사디아 13,000원??
"
399,"
??타코소스와 꿀이 함께 나온다.짭조름하면서 크림으로 부드럽게 ~~꿀 찍먹!!! 사이드메뉴로 나온 마약옥수수는우리가 아는 그 맛 ㅋㅋㅋ??
"
400,"
?#별마당도서관한 바퀴 돌고 ~~??
"
401,"
??#폴바셋#아이스크림라떼?폴바셋에서 내가 젤루 조아하는아이스크림라떼를 테이크아웃하고!!??
"
402,"
??전철을 타고 자유수영 투어하러 go!!??
"
403,"
??오늘의 첫 자유수영 목적지는 #건대입구#광진문화예술회관?건대에 자유수영 할 수 있는 곳이구민센터와 문화예술회관인데 후자가 후기가더 좋았어서 선택!!??
"
404,"
?건대입구 5번출구로 나오면 롯백 옆 옆 건물이다.(출구에서 5-7분 거리)??
"
405,"
??들어서자마자 이게모야????접수대 바닥 앞으로 가방들이 줄 서 있다.?이 곳 자유수영 시간은 2시 3,500원접수는 선착순으로 40분부터 발권을 한다.먼저 오면 자신의 가방으로 줄을 서야한다!??
"
406,"
??접수를 마치고 표를 받아락카키로 교환한다.밑에 간단한 정보를 적고 제출!??
"
407,"
??후기!!!?우선 수질이 좋았고, 물의 온도는 미지근했다.레인은  5줄로 초급, 중급, 고급 3레인 자유수영을 할 수 있었으며 나머지 2레인은 강습 중이였다.그리고 함께 유아수영풀, 온탕 2곳이 있다.?금요일 평일수영은 정원이 40명,월-목은 정원이 반 정도 였던걸로 기억한다.금요일이라 그런지 초급 레인에 사람이 바글 바글!!! 쉴 틈을 안준다...지구력....더 길러야되,,,,,샤워실도 깔끔하고!! 탈의실도 깔끔!!드라이기는 유료예요!!?첫 자유수영 투어였는데 넘 만족!!#광진문화예술회관수영장
"
408,"
???
"
409,"
??수영하고 씻고 나오면 뭐해...넘 덥잖아,,,,롯백 옆 스타시티몰로 넘어왔다.롯데시네마 팝콘 냄새에 이끌리다가#프리얼스무디발견!? 결제 후 직원분이 컵을 주신다.알아서 기계에 맛 선택하고 강도 조절~??
"
410,"
??쫀득 쉐이크 느낌을 택하고,??
"
411,"
??시키는 대로 하면된다.??
"
412,"
??맛은 이렇게 6가지가 있고, 초코맛을 골랐다.옹~~~~~맛은 자판기 코코아얼린 쉐이크 맛 ㅋㅋㅋㅋㅋㅋ맛있어요!! 가격은 6,000원...?
"
413,"
??마시면서 옆에 게임장에서 농구도 하고...자동차게임도 하고....스타시티몰 돌아다니기 ~~??
"
414,"
??저녁 때가 되어 이 곳 저 곳 돌아다니다가 홀려서 들어간마 카 롱 집...??
"
415,"
??세트 하나 포장해서!#라화쿵부도착~~ 마라탕과 꿔바로우!??
"
416,"
??꿔바로우,,, 넘나 셔 ㅅ ㅕ ㅅ  ㅕ!!!!!!??
"
417,"
??마지막으로 또 폴바셋,,,,룽고와 아아한잔 ㅋㅋㅋ 마무으리!!??
"
420,블라인드소극장 건대
421,"






안녕하세요 중쓰입니다 ㅎㅎ요즘은 주말마다 취미로 댄스 동호회를 운영하고 있는데요저는 건대에서 모임을 갖는데매주 연습실을 대관하던중제가 다녀온곳을 소개해드릴까 합니다 ㅎㅎ























블라인드 아트홀 소극장 이라고 해서건대랑 구의역 사이에 위치를 해 있는데요구의역에서 내려서 오시는게 조금 더 거리상 가깝더군요







































내부로 들어오시면 요렇게 복도와 신발장.락카까지 있습니다블라인드 아트홀 소극장은소극장+연습실로 구성이 되어 있는데요제가 이용한곳은 연습실이였어요 ㅎㅎ10명 미만의 인원이 들어가서 사용할수 있게 되어 있고























연습실은 요렇게 pc,tv 거울 등 있을만한건 다 있었는데조명이나 블루투스 엠프가 가장 기억에 남네요 ㅎㅎ그리고 들어가니까 로봇 청소기가 열심히 바닥을 청소 하고 있었어요 ㅋㅋ























꼭 댄스 연습실로 이용할것이 아니라연극이나 메이크업 등등 많은 시설로 이용을할수있게 만들어 둔것 같더라구요 ㅎㅎ























요렇게 커튼을 치면 탈의실 공간이 생겨요 ㅎ


































장소 이름이 블라인드 아트홀 소극장인만큼다른 한쪽에는 소극장 무대가 준비되어 있었습니다 ㅎ60석정도 규모의 작은 공간이긴 한데취미로 연극이나 뮤지컬 같은거 하실때유용하게 이용하실수도 있을것 같고12월에는 무대 공연이 많이 예약이 되어 있더라구요 ㅎ























아마 이 포스터는이곳에서 공연을 한 작품이 아닐까 생각이 되네요 ㅎㅎ























깨끗한 공간을 대여해주는 만큼우리가 지켜야 할 사항들이 있겠죠?처음 가니까 요러한 안내문을 주시기도 하셨습니다 ㅎㅎ어딜가나 비슷하게 강조하는 부분들이 있는것 같아요 ㅎㅎ여러분들도 대관을 하게 된다면블라인드아트홀 소극장을 이용해보시는것도 좋을것 같네요오픈한지 1년 미만인 곳이라시설도 엄청 깨끗하고맨날로 춤을 추는데 먼지가 많이 묻어나지도 않았어요 ㅎㅎ적극추천해드립니다~?












지도보기50mⓒ NAVER Corp.더보기 /OpenStreetMap지도 데이터?ⓒ NAVER Corp. /OpenStreetMap



블라인드아트홀소극장

서울특별시 광진구 아차산로 331-1 지하1층


저장



										관심 장소를 MY플레이스에 저장할 수 있어요.
										팝업 닫기





										'내 장소' 폴더에 저장했습니다.
MY플레이스 가기
팝업 닫기



전화

상세보기


				<a onclick=""return false;"" href=""#bSize"" style=""display:none"" target=""_blank"" class=""se_map_link __se_link"" data-linktype=""map"" data-linkdata=""{&quot;eventTarget&quot;:&quot;button&quot;,&quot;didSearch&quot;:&quot;true&quot;,&quot;searchEngine&quot;:&quot;NAVER&quot;,&quot;locationId&quot;:&quot;1659357211&quot;,&quot;latitude&quot;:&quot;37.5376722&quot;,&quot;markerLatitude&quot;:&quot;37.5376722&quot;,&quot;markerLongitude&quot;:&quot;127.0799093&quot;,&quot;title&quot;:&quot;블라인드아트홀소극장&quot;,&quot;longitude&quot;:&quot;127.0799093&quot;}"">지도보기</a>
				


















"
